Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial
Hibiscadelphus_crucibracteatus,na,na,species,Malvaceae,Extinct in the wild,HAW,wet tropical,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_crucibracteatus
Hibiscadelphus_giffardianus,na,na,species,Malvaceae,Extinct in the wild,HAW,wet tropical,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_giffardianus
Hibiscadelphus_hualalaiensis,na,na,species,Malvaceae,Extinct in the wild,HAW,seasonally dry tropical,Phan.,WP,Extinct,Hibiscadelphus_hualalaiensis
Hibiscadelphus_wilderianus,na,na,species,Malvaceae,Extinct,HAW,wet tropical,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_wilderianus
Hibiscadelphus_woodii,na,na,species,Malvaceae,Extinct,HAW,wet tropical,Nanophan.,WP,Extinct,Hibiscadelphus_woodii
Hibiscus_nelsonii,na,na,species,Malvaceae,Extinct,MXS,seasonally dry tropical,Nanophan._or_phan.,WP,Extinct,Hibiscus_nelsonii
Hibiscus_rosa-sinensis,na,na,species,,,,,,,Synonym,Hibiscus_storckii
Hieracium_hartii,na,na,species,Asteraceae,Critically endangered,IRE,temperate,Hemicr.,WP,Rediscovered,Hieracium_hartii
Hieracium_hethlandiae,na,na,species,Asteraceae,Extinct in the wild,GRB,temperate,Hemicr.,WP,Extinct,Hieracium_hethlandiae
Hieracium_purkynei,na,na,species,Asteraceae,Critically endangered,CZE,temperate,Hemicr.,WP,Rediscovered,Hieracium_purkynei
Hieracium_purkynei,na,na,species,Asteraceae,Critically endangered,POL,temperate,Hemicr.,WP,Rediscovered,Hieracium_purkynei
Hindsia_arianeae,na,na,species,Rubiaceae,Extinct,BZL,wet tropical,Nanophan.,WP,Extinct,Hindsia_arianeae
Hindsia_cucullata,na,na,species,Rubiaceae,Extinct,BZL,wet tropical,Nanophan.,WP,Extinct,Hindsia_cucullata
Hindsia_phyllocalyx,na,na,species,Rubiaceae,Extinct,BZL,wet tropical,Nanophan.,WP,Extinct,Hindsia_phyllocalyx
Hindsia_violacea,na,na,species,Rubiaceae,Extinct in the wild,BZL,wet tropical,Nanophan.,WP,Extinct,Hindsia_violacea
Hoffmannia_racemifera,na,na,species,Rubiaceae,Critically endangered,MXG,wet tropical,Nanophan.,WP,Rediscovered,Hoffmannia_racemifera
Hoffmannia_racemifera,na,na,species,Rubiaceae,Critically endangered,GUA,wet tropical,Nanophan.,WP,Rediscovered,Hoffmannia_racemifera
Holarrhena_pubescens,na,na,species,Apocynaceae,Least concern,IND,desert/dry shrubland,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens
Holarrhena_pubescens,na,na,species,Apocynaceae,Least concern,WHM,desert/dry shrubland,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens
Holarrhena_pubescens,na,na,species,Apocynaceae,Least concern,PAK,desert/dry shrubland,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens
Holarrhena_pubescens,na,na,species,Apocynaceae,Least concern,MYA,desert/dry shrubland,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens
Holothrix_culveri,na,na,species,Orchidaceae,Extinct in the wild,TVL,seasonally dry tropical,Tuber_geophyte,HP,Extinct,Holothrix_culveri
Holothrix_longicornu,na,na,species,Orchidaceae,Critically endangered,CPP,subtropical,Tuber_geophyte,HP,Rediscovered,Holothrix_longicornu
Homopholis_belsonii,na,na,species,Poaceae,Least concern,NSW,subtropical,hemicr.,HP,Rediscovered,Homopholis_belsonii
Homopholis_belsonii,na,na,species,Poaceae,Least concern,QLD,subtropical,hemicr.,HP,Rediscovered,Homopholis_belsonii
Hopea_brachyptera,na,na,species,Dipterocarpaceae,Extinct in the wild,PHI,wet tropical,Phan.,WP,Extinct,Hopea_brachyptera
Hopea_erosa,na,na,species,Dipterocarpaceae,Critically endangered,IND,wet tropical,Phan.,WP,Rediscovered,Hopea_erosa
Hopea_foxworthyi,na,na,species,Dipterocarpaceae,Extinct,PHI,wet tropical,Phan.,WP,Extinct,Hopea_foxworthyi
Hopea_polyalthioides,na,na,species,Dipterocarpaceae,Critically endangered,MLY,wet tropical,Phan.,WP,Rediscovered,Hopea_polyalthioides
Hopea_shingkeng,na,na,species,Dipterocarpaceae,Extinct,EHM,wet tropical,Phan.,WP,Extinct,Hopea_shingkeng
Hubbardia_heptaneuron,na,na,species,Poaceae,Critically endangered,IND,wet tropical,Ther.,A,Rediscovered,Hubbardia_heptaneuron
Huernia_thudichumii,na,na,species,Apocynaceae,Critically endangered,CPP,subtropical,Succ._cham.,WP,Rediscovered,Huernia_thudichumii
Huernia_witzenbergensis,na,na,species,Apocynaceae,Extinct,CPP,subtropical,Succ._cham.,WP,Extinct,Huernia_witzenbergensis
Hutchinsia_tasmanica,na,na,species,Brassicaceae,Extinct,TAS,temperate,Ther.,A,Extinct,Hutchinsia_tasmanica
Hyalosperma_zaccaeus,na,na,species,,,,,,,Synonym,Helipterum_guilfoylei
Hylocereus_ocamponis,na,na,species,,,,,,,Synonym,Hylocereus_bronxensis
Hylocereus_triangularis,na,na,species,,,,,,,Synonym,Hylocereus_cubensis
Hymenoxys_texana,na,na,species,Asteraceae,Critically endangered,TEX,subtropical,ther.,A,Rediscovered,Hymenoxys_texana
Hyophorbe_amaricaulis,na,na,species,Arecaceae,Extinct in the wild,MAU,wet tropical,Phan.,WP,Extinct,Hyophorbe_amaricaulis
Hyperbaena_obovata,na,na,species,Menispermaceae,Critically endangered,CUB,wet tropical,Nanophan._or_phan.,WP,Rediscovered,Hyperbaena_obovata
Hypericum_rochelii,na,na,species,,,,,,,Synonym,Hypericum_setiferum
Hypocalymma_longifolium,na,na,species,Myrtaceae,Endangered,WAU,subtropical,nanophan.,WP,Rediscovered,Hypocalymma_longifolium
Hypoestes_inconspicua,na,na,species,Acanthaceae,Extinct,ROD,wet tropical,cham.,WP,Extinct,Hypoestes_inconspicua
Hypoestes_rodriguesiana,na,na,species,Acanthaceae,Extinct,ROD,wet tropical,cham.,WP,Extinct,Hypoestes_rodriguesiana
Hypoestes_serpens,na,na,species,Acanthaceae,Vulnerable,MAU,wet tropical,Cham.,WP,Rediscovered,Hypoestes_serpens
Hypoestes_serpens,na,na,species,Acanthaceae,Vulnerable,MDG,wet tropical,Cham.,WP,Rediscovered,Hypoestes_serpens
Ilex_gardneriana,na,na,species,Aquifoliaceae,Extinct,IND,seasonally dry tropical,Nanophan._or_phan.,WP,Extinct,Ilex_gardneriana
Impatiens_anaimudica,na,na,species,Balsaminaceae,Endangered,IND,tropical general,Cham.,WP,Rediscovered,Impatiens_anaimudica
Impatiens_cryptoneura,na,na,species,Balsaminaceae,Extinct,MLY,wet tropical,cham.,WP,Extinct,Impatiens_cryptoneura
Impatiens_johnii,na,na,species,Balsaminaceae,Critically endangered,IND,wet tropical,cham.,WP,Rediscovered,Impatiens_johnii
Impatiens_macrocarpa,na,na,species,Balsaminaceae,Critically endangered,IND,wet tropical,Cham.,WP,Rediscovered,Impatiens_macrocarpa
Ipomoea_imperati,na,na,species,,,,,,,Synonym,Pharbitis_preauxii
Ipomoea_salsettensis,na,na,species,Convolvulaceae,Extinct,IND,seasonally dry tropical,cl._cham.,WP,Extinct,Ipomoea_salsettensis
Iris_antilibanotica,na,na,species,Iridaceae,Critically endangered,LBS,subtropical,Tuber_geophyte,HP,Rediscovered,Iris_antilibanotica
Iris_damascena,na,na,species,Iridaceae,Critically endangered,LBS,subtropical,Tuber_geophyte,HP,Rediscovered,Iris_damascena
Iris_westii,na,na,species,Iridaceae,Critically endangered,LBS,subtropical,Tuber_geophyte,HP,Rediscovered,Iris_westii
Isatis_arnoldiana,na,na,species,Brassicaceae,Extinct,TCS,temperate,Hemicr.,WP,Extinct,Isatis_arnoldiana
Isocoma_humilis,na,na,species,Asteraceae,Vulnerable,UTA,temperate,cham.,WP,Rediscovered,Isocoma_humilis
Isodendrion_pyrifolium,na,na,species,Violaceae,Vulnerable,HAW,subtropical,Cham.,WP,Rediscovered,Isodendrion_pyrifolium
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_hawaiiense
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_hillebrandii
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_lanaiense
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_molokaiense
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_remyi
Isoglossa_eranthemoides,na,na,species,Acanthaceae,Endangered,NSW,subtropical,cham.,WP,Rediscovered,Isoglossa_eranthemoides
Isoglossa_eranthemoides,na,na,species,,,,,,,Synonym,Justicia_eranthemoides
Isopogon_uncinatus,na,na,species,Proteaceae,Endangered,WAU,desert/dry shrubland,cham.,WP,Rediscovered,Isopogon_uncinatus
Isotoma_fluviatilis,subsp,fluviatilis,subsp,,,,,,,Synonym,Isotoma_sessiliflora
Ixora_chinensis,na,na,species,,,,,,,Synonym,Tsiangia_hongkongensis
Ixora_vaughanii,na,na,species,Rubiaceae,Extinct,MAU,wet tropical,Nanophan.,WP,Extinct,Ixora_vaughanii
Jacksonia_nematoclada,na,na,species,,,,,,,Synonym,Jacksonia_hemisericea
Juncus_effusus,subsp,solutus,subsp,,,,,,,Synonym,Juncus_griscomii
Juncus_leiospermus,na,na,species,Juncaceae,Vulnerable,CAL,temperate,Ther.,A,Rediscovered,Juncus_leiospermus
Juncus_pervetus,na,na,species,Juncaceae,Extinct,MAS,temperate,Hemicr._or_rhizome_geophyte,WP,Extinct,Juncus_pervetus
Jurinea_mugodsharica,na,na,species,Asteraceae,Endangered,KAZ,temperate,Cham.,WP,Rediscovered,Jurinea_mugodsharica
Justicia_brachystachya,na,na,species,Acanthaceae,Extinct,MAU,wet tropical,nanophan.,WP,Extinct,Justicia_brachystachya
Justicia_psychotrioides,na,na,species,Acanthaceae,Extinct,MAU,wet tropical,nanophan.,WP,Extinct,Justicia_psychotrioides
Kadua_coriacea,na,na,species,Rubiaceae,Extinct,HAW,wet tropical,nanophan.,WP,Extinct,Kadua_coriacea
Kadua_foliosa,na,na,species,Rubiaceae,Extinct,HAW,wet tropical,Cham._or_nanophan.,WP,Extinct,Kadua_foliosa
Kadua_haupuensis,na,na,species,Rubiaceae,Extinct in the wild,HAW,wet tropical,Nanophan.,WP,Extinct,Kadua_haupuensis
Kalanchoe_dinklagei,na,na,species,Crassulaceae,Vulnerable,MDG,desert/dry shrubland,Succ._cham._or_nanophan.,WP,Rediscovered,Kalanchoe_dinklagei
Kalanchoe_laciniata,na,na,species,,,,,,,Synonym,Kalanchoe_angustifolia
Karomia_gigas,na,na,species,Lamiaceae,Critically endangered,KEN,seasonally dry tropical,Phan.,WP,Rediscovered,Karomia_gigas
Kniphophia_pauciflora,na,na,species,Xanthorrhoeaceae,Endangered,NAT,subtropical,hemicr.,HP,Rediscovered,Kniphophia_pauciflora
Kokia_cookei,na,na,species,Malvaceae,Extinct in the wild,HAW,wet tropical,phan.,WP,Extinct,Kokia_cookei
Kokia_lanceolata,na,na,species,Malvaceae,Extinct,HAW,wet tropical,phan.,WP,Extinct,Kokia_lanceolata
Lachenalia_mathewsii,na,na,species,Asparagaceae,Critically endangered,CPP,subtropical,Bulb_geophyte,HP,Rediscovered,Lachenalia_mathewsii
Lachnocaulon_cubense,na,na,species,Eriocaulaceae,Extinct in the wild,CUB,wet tropical,Hemicr.,WP,Extinct,Lachnocaulon_cubense
Laelia_gouldiana,na,na,species,Orchidaceae,Critically endangered,MXE,tropical general,Pseudobulb_cham.,WP,Rediscovered,Laelia_gouldiana
Lasiopetalum_rotundifolium,na,na,species,Malvaceae,Critically endangered,WAU,subtropical,Phan.,WP,Rediscovered,Lasiopetalum_rotundifolium
Lathyrus_dominianus,na,na,species,Fabaceae,Extinct,KGZ,temperate,Hemicr.,WP,Extinct,Lathyrus_dominianus
Lebeckia_macowanii,na,na,species,Fabaceae,Extinct,CPP,subtropical,nanophan.,WP,Extinct,Lebeckia_macowanii
Legoustia_speculum-veneris,na,na,species,,,,,,,Synonym,Githopsis_latifolia
Lepidium_amissum,na,na,species,Brassicaceae,Extinct,NZN,subtropical,Hemicr.,WP,Extinct,Lepidium_amissum
Lepidium_drummondii,na,na,species,Brassicaceae,Extinct in the wild,WAU,desert/dry shrubland,Ther.,A,Extinct,Lepidium_drummondii
Lepidium_merrallii,na,na,species,Brassicaceae,Critically endangered,WAU,desert/dry shrubland,Ther.,A,Rediscovered,Lepidium_merrallii
Lepidium_obtusatum,na,na,species,Brassicaceae,Extinct,NZN,subtropical,cham.,WP,Extinct,Lepidium_obtusatum
Lepidium_peregrinum,na,na,species,Brassicaceae,Critically endangered,NSW,subtropical,Ther.,A,Rediscovered,Lepidium_peregrinum
Lepisanthes_unilocularis,na,na,species,Sapindaceae,Extinct in the wild,CHH,subtropical,Nanophan.,WP,Extinct,Lepisanthes_unilocularis
Leptocereus_wrightii,na,na,species,Cactaceae,Critically endangered,CUB,seasonally dry tropical,Succ._nanophan.,WP,Rediscovered,Leptocereus_wrightii
Leptomeria_cunninghamii,na,na,species,,,,,,,Synonym,Leptomeria_laxa
Leptomeria_dielsiana,na,na,species,Santalaceae,Extinct,WAU,subtropical,Cham.,WP,Extinct,Leptomeria_dielsiana
Leptorhynchos_gatesii,na,na,species,Asteraceae,Vulnerable,VIC,subtropical,cham.,WP,Rediscovered,Leptorhynchos_gatesii
Lepyrodia_heleocharoides,na,na,species,Restionaceae,Data deficient,WAU,desert/dry shrubland,geophyte,HP,Rediscovered,Lepyrodia_heleocharoides
Lesquerella_macrocarpa,na,na,species,Brassicaceae,Critically endangered,WYO,temperate,cham.,WP,Rediscovered,Lesquerella_macrocarpa
Leucadendron_grandiflorum,na,na,species,Proteaceae,Extinct,CPP,subtropical,nanophan.,WP,Extinct,Leucadendron_grandiflorum
Leucadendron_spirale,na,na,species,Proteaceae,Extinct,CPP,subtropical,nanophan.,WP,Extinct,Leucadendron_spirale
Leucopogon_cryptanthus,na,na,species,Ericaceae,Extinct,WAU,subtropical,cham.,WP,Extinct,Leucopogon_cryptanthus
Leucopogon_marginatus,na,na,species,Ericaceae,Endangered,WAU,desert/dry shrubland,nanophan.,WP,Rediscovered,Leucopogon_marginatus
Leucopogon_pogonocalyx,na,na,species,Ericaceae,Data deficient,WAU,desert/dry shrubland,nanophan.,WP,Rediscovered,Leucopogon_pogonocalyx
Licania_caldasiana,na,na,species,Chrysobalanaceae,Extinct,CLM,wet tropical,Phan.,WP,Extinct,Licania_caldasiana
Ligusticum_albanicum,na,na,species,Apiaceae,Extinct in the wild,ALB,temperate,Hemicr.,WP,Extinct,Ligusticum_albanicum
Ligusticum_alboalatum,na,na,species,Apiaceae,Extinct in the wild,IND,seasonally dry tropical,hemicr.,HP,Extinct,Ligusticum_alboalatum
Lilaeopsis_masonii,na,na,species,Apiaceae,Endangered,CAL,subtropical,Hemicr.,WP,Rediscovered,Lilaeopsis_masonii
Limonium_catanense,na,na,species,Plumbaginaceae,Extinct in the wild,SIC,subtropical,Hemicr._or_cham.,WP,Extinct,Limonium_catanense
Limonium_dubyi,na,na,species,Plumbaginaceae,Extinct,FRA,temperate,Hemicr._or_cham.,WP,Extinct,Limonium_dubyi
Limosella_pubiflora,na,na,species,Scrophulariaceae,Endangered,ARI,subtropical,ther.,A,Rediscovered,Limosella_pubiflora
Limosella_pubiflora,na,na,species,Scrophulariaceae,Endangered,NWM,subtropical,ther.,A,Rediscovered,Limosella_pubiflora
Lindelofia_stylosa,na,na,species,,,,,,,Synonym,Lindelofia_angustifolia
Liparia_graminifolia,na,na,species,Fabaceae,Extinct,CPP,subtropical,hemicr.,HP,Extinct,Liparia_graminifolia
Liparis_lauterbachii,na,na,species,Orchidaceae,Critically endangered,JAW,wet tropical,geophyte,HP,Rediscovered,Liparis_lauterbachii
Lipochaeta_bryanii,na,na,species,Asteraceae,Extinct,HAW,wet tropical,Cham.,WP,Extinct,Lipochaeta_bryanii
Lipochaeta_degeneri,na,na,species,Asteraceae,Extinct in the wild,HAW,wet tropical,Cham.,WP,Extinct,Lipochaeta_degeneri
Lipochaeta_perdita,na,na,species,Asteraceae,Extinct,HAW,wet tropical,Cham.,WP,Extinct,Lipochaeta_perdita
Lithophragma_maximum,na,na,species,Saxifragaceae,Critically endangered,CAL,subtropical,hemicr.,HP,Rediscovered,Lithophragma_maximum
Lobelia_monostachya,na,na,species,Campanulaceae,Critically endangered,HAW,wet tropical,Cham._or_nanophan.,WP,Rediscovered,Lobelia_monostachya
Lobelia_remyi,na,na,species,Campanulaceae,Extinct,HAW,wet tropical,nanophan.,WP,Extinct,Lobelia_remyi
Logania_depressa,na,na,species,Loganiaceae,Extinct,NZN,subtropical,Cham.,WP,Extinct,Logania_depressa
Lopezia_conjugens,na,na,species,Onagraceae,Extinct,MXN,desert/dry shrubland,Ther.,A,Extinct,Lopezia_conjugens
Lopezia_sinaloensis,na,na,species,Onagraceae,Extinct,MXN,desert/dry shrubland,Ther.,A,Extinct,Lopezia_sinaloensis
Lotus_pyranthus,na,na,species,Fabaceae,Extinct in the wild,CNY,subtropical,Cham.,WP,Extinct,Lotus_pyranthus
Ludwigia_burchellii,na,na,species,Onagraceae,Extinct in the wild,BZL,tropical general,cham.,WP,Extinct,Ludwigia_burchellii
Lupinus_argenteus,na,na,species,,,,,,,Synonym,Lupinus_sublanatus
Lupinus_magnificus,na,na,species,Fabaceae,Vulnerable,CAL,subtropical,cham.,WP,Rediscovered,Lupinus_magnificus
Lycium_brevipes,na,na,species,,,,,,,Synonym,Lycium_verrucosum
Lycium_hassei,na,na,species,Solanaceae,Extinct in the wild,CAL,subtropical,Nanophan.,WP,Extinct,Lycium_hassei
Lysimachia_forbesii,na,na,species,Primulaceae,Extinct,HAW,wet tropical,hemicr.,HP,Extinct,Lysimachia_forbesii
Lysimachia_minoricensis,na,na,species,Primulaceae,Critically endangered,BAL,temperate,Biennial_or_hemicr.,HP,Rediscovered,Lysimachia_minoricensis
Macaranga_chatiniana,na,na,species,,,,,,,Synonym,Macaranga_chatiniana
Machaeranthera_tanacetifolia,na,na,species,Asteraceae,Least concern,ABT,temperate,Ther.,A,Rediscovered,Machaeranthera_tanacetifolia
Machaeranthera_tanacetifolia,na,na,species,Asteraceae,Least concern,MNT,temperate,Ther.,A,Rediscovered,Machaeranthera_tanacetifolia
Machaeranthera_tanacetifolia,na,na,species,Asteraceae,Least concern,TEX,temperate,Ther.,A,Rediscovered,Machaeranthera_tanacetifolia
Machaerina_preissii,na,na,species,,,,,,,Synonym,Cladium_drummondii
Madhuca_bourdillonii,na,na,species,Sapotaceae,Critically endangered,IND,tropical general,phan.,WP,Rediscovered,Madhuca_bourdillonii
Madhuca_insignis,na,na,species,Sapotaceae,Critically endangered,IND,tropical general,Phan.,WP,Rediscovered,Madhuca_insignis
Magnolia_kobus,na,na,species,,,,,,,Synonym,Magnolia_pseudokobus
Maianthemum_salvinii,na,na,species,Asparagaceae,Vulnerable,MXT,wet tropical,Hemicr.,WP,Rediscovered,Maianthemum_salvinii
Maianthemum_salvinii,na,na,species,Asparagaceae,Vulnerable,GUA,wet tropical,Hemicr.,WP,Rediscovered,Maianthemum_salvinii
Malacothamnus_abbottii,na,na,species,Malvaceae,Critically endangered,CAL,subtropical,Nanophan.,WP,Rediscovered,Malacothamnus_abbottii
Malacothamnus_fasciculatus,na,na,species,,,,,,,Synonym,Malacothamnus_mendocinensis
Mammillaria_compressa,na,na,species,,,,,,,Synonym,Mammillaria_esseriana
Mammillaria_duoformis,na,na,species,,,,,,,Synonym,Mammillaria_rossiana
Mammillaria_glochidiata,na,na,species,Cactaceae,Extinct in the wild,MXE,desert/dry shrubland,Succ._cham.,WP,Extinct,Mammillaria_glochidiata
Mammillaria_guillauminiana,na,na,species,Cactaceae,Extinct in the wild,MXE,desert/dry shrubland,Succ._cham.,WP,Extinct,Mammillaria_guillauminiana
Mammillaria_guillauminiana,na,na,species,Cactaceae,Extinct in the wild,MXN,desert/dry shrubland,Succ._cham.,WP,Extinct,Mammillaria_guillauminiana
Mammillaria_perbella,na,na,species,,,,,,,Synonym,Mammillaria_vonwyssiana
Manettia_coccinea,na,na,species,,,,,,,Synonym,Manettia_miniata
Manettia_cordifolia,na,na,species,,,,,,,Synonym,Manettia_stipulosa
Mangifera_casturi,na,na,species,Anacardiaceae,Extinct in the wild,BOR,wet tropical,Phan.,WP,Extinct,Mangifera_casturi
Margaranthus_solanaceus,na,na,species,,,,,,,Synonym,Margaranthus_lemmonii
Margaritopsis_microdon,na,na,species,,,,,,,Synonym,Psychotria_cyrilli-nelsonii
Margyricarpus_digynus,na,na,species,Rosaceae,Extinct in the wild,JNF,tropical general,cham.,WP,Extinct,Margyricarpus_digynus
Marsdenia_araujacea,na,na,species,Apocynaceae,Extinct,QLD,seasonally dry tropical,cl._phan.,WP,Extinct,Marsdenia_araujacea
Marsdenia_coronata,na,na,species,Apocynaceae,Vulnerable,QLD,seasonally dry tropical,cl._phan.,WP,Rediscovered,Marsdenia_coronata
Marsdenia_tubulosa,na,na,species,Apocynaceae,Extinct,NFK,wet tropical,cl._phan.,WP,Extinct,Marsdenia_tubulosa
Masdevallia_lychiphora,na,na,species,Orchidaceae,Critically endangered,PER,wet tropical,Epiphyte,E,Rediscovered,Masdevallia_lychiphora
Masdevallia_menatoi,na,na,species,Orchidaceae,Endangered,BOL,wet tropical,Epiphyte,E,Rediscovered,Masdevallia_menatoi
Masdevallia_walteri,na,na,species,Orchidaceae,Critically endangered,COS,wet tropical,Epiphyte,E,Rediscovered,Masdevallia_walteri
Matelea_balbisii,na,na,species,Apocynaceae,Vulnerable,ARI,desert/dry shrubland,cl._phan.,WP,Rediscovered,Matelea_balbisii
Matelea_balbisii,na,na,species,Apocynaceae,Vulnerable,MXN,desert/dry shrubland,cl._phan.,WP,Rediscovered,Matelea_balbisii
Matelea_radiata,na,na,species,Apocynaceae,Extinct,TEX,subtropical,Cl._nanophan.,WP,Extinct,Matelea_radiata
Mathieua_galanthoides,na,na,species,Amaryllidaceae,Extinct in the wild,PER,seasonally dry tropical,Bulb_geophyte,HP,Extinct,Mathieua_galanthoides
Maytenus_lineata,na,na,species,Celastraceae,Extinct,CUB,wet tropical,Nanophan._or_phan.,WP,Extinct,Maytenus_lineata
Maytenus_lucayana,na,na,species,Celastraceae,Extinct in the wild,BAH,seasonally dry tropical,Nanophan.,WP,Extinct,Maytenus_lucayana
Medemia_argum,na,na,species,Arecaceae,Critically endangered,EGY,desert/dry shrubland,Phan.,WP,Rediscovered,Medemia_argum
Medemia_argum,na,na,species,Arecaceae,Critically endangered,SUD,desert/dry shrubland,Phan.,WP,Rediscovered,Medemia_argum
Medinilla_kandavuensis,na,na,species,Melastomataceae,Extinct in the wild,FIJ,wet tropical,phan.,WP,Extinct,Medinilla_kandavuensis
Meineckia_trichogynis,na,na,species,,,,,,,Synonym,Securinega_trichogynis
Melaleuca_acacioides,na,na,species,,,,,,,Synonym,Melaleuca_graminea
Melaleuca_tuberculata,var,arenaria,var,,,,,,,Synonym,Melaleuca_arenaria
Melanthera_biflora,na,na,species,,,,,,,Synonym,Lipochaeta_ovata
Melicope_adscendens,na,na,species,Rutaceae,Critically endangered,HAW,seasonally dry tropical,Cham._or_nanophan.,WP,Rediscovered,Melicope_adscendens
Melicope_adscendens,na,na,species,,,,,,,Synonym,Pelea_adscendens
Melicope_balloui,na,na,species,Rutaceae,Critically endangered,HAW,wet tropical,Nanophan._or_phan.,WP,Rediscovered,Melicope_balloui
Melicope_balloui,na,na,species,,,,,,,Synonym,Pelea_balloui
Melicope_degeneri,na,na,species,Rutaceae,Critically endangered,HAW,wet tropical,phan.,WP,Rediscovered,Melicope_degeneri
Melicope_degeneri,na,na,species,,,,,,,Synonym,Pelea_degeneri
Melicope_fatuhivensis,na,na,species,Rutaceae,Critically endangered,MRQ,wet tropical,Phan.,WP,Rediscovered,Melicope_fatuhivensis
Melicope_fatuhivensis,na,na,species,,,,,,,Synonym,Pelea_fatuhivensis
Melicope_haleakalae,na,na,species,Rutaceae,Extinct,HAW,wet tropical,phan.,WP,Extinct,Melicope_haleakalae
Melicope_lydgatei,na,na,species,Rutaceae,Critically endangered,HAW,wet tropical,phan.,WP,Rediscovered,Melicope_lydgatei
Melicope_lydgatei,na,na,species,,,,,,,Synonym,Pelea_lydgatei
Melicope_nealae,na,na,species,Rutaceae,Extinct,HAW,wet tropical,Nanophan.,WP,Extinct,Melicope_nealae
Melicope_obovata,na,na,species,Rutaceae,Extinct,HAW,wet tropical,Phan.,WP,Extinct,Melicope_obovata
Melicope_obovata,na,na,species,,,,,,,Synonym,Pelea_obovata
Melicope_ovalis,na,na,species,Rutaceae,Critically endangered,HAW,wet tropical,phan.,WP,Rediscovered,Melicope_ovalis
Melicope_ovalis,na,na,species,,,,,,,Synonym,Pelea_ovalis
Melicope_pallida,na,na,species,Rutaceae,Extinct in the wild,HAW,wet tropical,phan.,WP,Extinct,Melicope_pallida
Melicope_pallida,na,na,species,,,,,,,Synonym,Pelea_leveillei
Melicope_pallida,na,na,species,,,,,,,Synonym,Pelea_pallida
Melicope_quadrangularis,na,na,species,Rutaceae,Critically endangered,HAW,wet tropical,phan.,WP,Rediscovered,Melicope_quadrangularis
Melicope_quadrangularis,na,na,species,,,,,,,Synonym,Pelea_quadrangularis
Melicope_reflexa,na,na,species,Rutaceae,Extinct,HAW,wet tropical,phan.,WP,Extinct,Melicope_reflexa
Melicope_reflexa,na,na,species,,,,,,,Synonym,Pelea_reflexa
Melicope_wailauensis,na,na,species,Rutaceae,Extinct,HAW,wet tropical,phan.,WP,Extinct,Melicope_wailauensis
Melicope_wailauensis,na,na,species,,,,,,,Synonym,Pelea_wailauensis
Memecylon_buxoides,na,na,species,Melastomataceae,Extinct in the wild,KEN,tropical general,Nanophan.,WP,Extinct,Memecylon_buxoides
Menkea_draboides,na,na,species,Brassicaceae,Extinct,WAU,desert/dry shrubland,ther.,A,Extinct,Menkea_draboides
Merremia_palmata,na,na,species,Convolvulaceae,Least concern,IND,subtropical,cl._hemicr.,HP,Rediscovered,Merremia_palmata
Merremia_palmata,na,na,species,Convolvulaceae,Least concern,PAK,subtropical,cl._hemicr.,HP,Rediscovered,Merremia_palmata
Mertensia_cusickii,na,na,species,,,,,,,Synonym,Mertensia_toyabensis
Meziella_trifida,na,na,species,Haloragaceae,Endangered,WAU,desert/dry shrubland,cham.,WP,Rediscovered,Meziella_trifida
Microchirita_barbata,na,na,species,Gesneriaceae,Extinct in the wild,cult,wet tropical,Ther.,A,Extinct,Microchirita_barbata
Microcorys_pimeloides,na,na,species,Lamiaceae,Data deficient,WAU,subtropical,Cham.,WP,Rediscovered,Microcorys_pimeloides
Micromeria_acropolitana,na,na,species,,,,,,,Synonym,Satureja_acropolitana
Mimetes_stokoei,na,na,species,Proteaceae,Extinct,CPP,subtropical,Nanophan.,WP,Extinct,Mimetes_stokoei
Mimulus_clementii,na,na,species,Phrymaceae,Extinct in the wild,WAU,desert/dry shrubland,ther.,A,Extinct,Mimulus_clementii
Mimulus_guttatus,na,na,species,,,,,,,Synonym,Mimulus_whipplei
Mimulus_latifolius,na,na,species,,,,,,,Synonym,Mimulus_brandegeei
Mimulus_traskiae,na,na,species,Phrymaceae,Extinct in the wild,CAL,subtropical,Ther.,A,Extinct,Mimulus_traskiae
Mirbelia_densiflora,na,na,species,Fabaceae,Data deficient,WAU,subtropical,cham.,WP,Rediscovered,Mirbelia_densiflora
Mitella_nuda,na,na,species,,,,,,,Synonym,Mitella_prostrata
